well,f_signal,timepoint,well_row,well_col,experiment,cell_number,plate,well_id
G10,18802,1284,G,10,exp190923,20000,3,exp190923_3_G10
G11,19432,1284,G,11,exp190923,20000,3,exp190923_3_G11
G12,18019,1284,G,12,exp190923,20000,3,exp190923_3_G12
H01,10778,1284,H,01,exp190923,20000,3,exp190923_3_H01
H02,17298,1284,H,02,exp190923,20000,3,exp190923_3_H02
H03,18522,1284,H,03,exp190923,20000,3,exp190923_3_H03
H04,19116,1284,H,04,exp190923,20000,3,exp190923_3_H04
H05,20328,1284,H,05,exp190923,20000,3,exp190923_3_H05
H06,19039,1284,H,06,exp190923,20000,3,exp190923_3_H06
H07,21686,1284,H,07,exp190923,20000,3,exp190923_3_H07
H08,16401,1284,H,08,exp190923,20000,3,exp190923_3_H08
H09,19073,1284,H,09,exp190923,20000,3,exp190923_3_H09
H10,14940,1284,H,10,exp190923,20000,3,exp190923_3_H10
H11,15072,1284,H,11,exp190923,20000,3,exp190923_3_H11
H12,20641,1284,H,12,exp190923,20000,3,exp190923_3_H12
A01,16120,1290,A,01,exp190923,20000,3,exp190923_3_A01
A02,16465,1290,A,02,exp190923,20000,3,exp190923_3_A02
A03,19563,1290,A,03,exp190923,20000,3,exp190923_3_A03
A04,18702,1290,A,04,exp190923,20000,3,exp190923_3_A04
A05,14277,1290,A,05,exp190923,20000,3,exp190923_3_A05
A06,19470,1290,A,06,exp190923,20000,3,exp190923_3_A06
A07,15728,1290,A,07,exp190923,20000,3,exp190923_3_A07
A08,17864,1290,A,08,exp190923,20000,3,exp190923_3_A08
A09,18113,1290,A,09,exp190923,20000,3,exp190923_3_A09
A10,17789,1290,A,10,exp190923,20000,3,exp190923_3_A10
A11,18309,1290,A,11,exp190923,20000,3,exp190923_3_A11
A12,15579,1290,A,12,exp190923,20000,3,exp190923_3_A12
B01,17015,1290,B,01,exp190923,20000,3,exp190923_3_B01
B02,17843,1290,B,02,exp190923,20000,3,exp190923_3_B02
B03,17443,1290,B,03,exp190923,20000,3,exp190923_3_B03
B04,21153,1290,B,04,exp190923,20000,3,exp190923_3_B04
B05,18003,1290,B,05,exp190923,20000,3,exp190923_3_B05
B06,15794,1290,B,06,exp190923,20000,3,exp190923_3_B06
B07,20195,1290,B,07,exp190923,20000,3,exp190923_3_B07
B08,16912,1290,B,08,exp190923,20000,3,exp190923_3_B08
B09,18397,1290,B,09,exp190923,20000,3,exp190923_3_B09
B10,16148,1290,B,10,exp190923,20000,3,exp190923_3_B10
B11,18653,1290,B,11,exp190923,20000,3,exp190923_3_B11
B12,19441,1290,B,12,exp190923,20000,3,exp190923_3_B12
C01,19653,1290,C,01,exp190923,20000,3,exp190923_3_C01
C02,17226,1290,C,02,exp190923,20000,3,exp190923_3_C02
C03,16685,1290,C,03,exp190923,20000,3,exp190923_3_C03
C04,18701,1290,C,04,exp190923,20000,3,exp190923_3_C04
C05,17388,1290,C,05,exp190923,20000,3,exp190923_3_C05
C06,16361,1290,C,06,exp190923,20000,3,exp190923_3_C06
C07,19472,1290,C,07,exp190923,20000,3,exp190923_3_C07
C08,16994,1290,C,08,exp190923,20000,3,exp190923_3_C08
C09,17315,1290,C,09,exp190923,20000,3,exp190923_3_C09
C10,18104,1290,C,10,exp190923,20000,3,exp190923_3_C10
C11,19696,1290,C,11,exp190923,20000,3,exp190923_3_C11
C12,18835,1290,C,12,exp190923,20000,3,exp190923_3_C12
D01,17468,1290,D,01,exp190923,20000,3,exp190923_3_D01
D02,17105,1290,D,02,exp190923,20000,3,exp190923_3_D02
D03,19251,1290,D,03,exp190923,20000,3,exp190923_3_D03
D04,16018,1290,D,04,exp190923,20000,3,exp190923_3_D04
D05,16800,1290,D,05,exp190923,20000,3,exp190923_3_D05
D06,16392,1290,D,06,exp190923,20000,3,exp190923_3_D06
D07,18759,1290,D,07,exp190923,20000,3,exp190923_3_D07
D08,19263,1290,D,08,exp190923,20000,3,exp190923_3_D08
D09,16878,1290,D,09,exp190923,20000,3,exp190923_3_D09
D10,15296,1290,D,10,exp190923,20000,3,exp190923_3_D10
D11,17159,1290,D,11,exp190923,20000,3,exp190923_3_D11
D12,16702,1290,D,12,exp190923,20000,3,exp190923_3_D12
E01,17518,1290,E,01,exp190923,20000,3,exp190923_3_E01
E02,16391,1290,E,02,exp190923,20000,3,exp190923_3_E02
E03,16080,1290,E,03,exp190923,20000,3,exp190923_3_E03
E04,16014,1290,E,04,exp190923,20000,3,exp190923_3_E04
E05,15995,1290,E,05,exp190923,20000,3,exp190923_3_E05
E06,16677,1290,E,06,exp190923,20000,3,exp190923_3_E06
E07,15257,1290,E,07,exp190923,20000,3,exp190923_3_E07
E08,16755,1290,E,08,exp190923,20000,3,exp190923_3_E08
E09,17033,1290,E,09,exp190923,20000,3,exp190923_3_E09
E10,21021,1290,E,10,exp190923,20000,3,exp190923_3_E10
E11,18211,1290,E,11,exp190923,20000,3,exp190923_3_E11
E12,16433,1290,E,12,exp190923,20000,3,exp190923_3_E12
F01,18673,1290,F,01,exp190923,20000,3,exp190923_3_F01
F02,16186,1290,F,02,exp190923,20000,3,exp190923_3_F02
F03,20671,1290,F,03,exp190923,20000,3,exp190923_3_F03
F04,20049,1290,F,04,exp190923,20000,3,exp190923_3_F04
F05,17074,1290,F,05,exp190923,20000,3,exp190923_3_F05
F06,16895,1290,F,06,exp190923,20000,3,exp190923_3_F06
F07,21004,1290,F,07,exp190923,20000,3,exp190923_3_F07
F08,17196,1290,F,08,exp190923,20000,3,exp190923_3_F08
F09,17244,1290,F,09,exp190923,20000,3,exp190923_3_F09
F10,17943,1290,F,10,exp190923,20000,3,exp190923_3_F10
F11,17788,1290,F,11,exp190923,20000,3,exp190923_3_F11
F12,16605,1290,F,12,exp190923,20000,3,exp190923_3_F12
G01,17941,1290,G,01,exp190923,20000,3,exp190923_3_G01
G02,19170,1290,G,02,exp190923,20000,3,exp190923_3_G02
G03,17519,1290,G,03,exp190923,20000,3,exp190923_3_G03
G04,17195,1290,G,04,exp190923,20000,3,exp190923_3_G04
G05,17095,1290,G,05,exp190923,20000,3,exp190923_3_G05
G06,20580,1290,G,06,exp190923,20000,3,exp190923_3_G06
G07,17796,1290,G,07,exp190923,20000,3,exp190923_3_G07
G08,17311,1290,G,08,exp190923,20000,3,exp190923_3_G08
G09,17454,1290,G,09,exp190923,20000,3,exp190923_3_G09
G10,18960,1290,G,10,exp190923,20000,3,exp190923_3_G10
G11,19319,1290,G,11,exp190923,20000,3,exp190923_3_G11
G12,18013,1290,G,12,exp190923,20000,3,exp190923_3_G12
H01,10833,1290,H,01,exp190923,20000,3,exp190923_3_H01
H02,17224,1290,H,02,exp190923,20000,3,exp190923_3_H02
H03,18541,1290,H,03,exp190923,20000,3,exp190923_3_H03
H04,19552,1290,H,04,exp190923,20000,3,exp190923_3_H04
H05,20068,1290,H,05,exp190923,20000,3,exp190923_3_H05
H06,19456,1290,H,06,exp190923,20000,3,exp190923_3_H06
H07,21996,1290,H,07,exp190923,20000,3,exp190923_3_H07
H08,16467,1290,H,08,exp190923,20000,3,exp190923_3_H08
H09,18688,1290,H,09,exp190923,20000,3,exp190923_3_H09
H10,15126,1290,H,10,exp190923,20000,3,exp190923_3_H10
H11,14724,1290,H,11,exp190923,20000,3,exp190923_3_H11
H12,20372,1290,H,12,exp190923,20000,3,exp190923_3_H12
A01,15879,1296,A,01,exp190923,20000,3,exp190923_3_A01
A02,16328,1296,A,02,exp190923,20000,3,exp190923_3_A02
A03,19611,1296,A,03,exp190923,20000,3,exp190923_3_A03
A04,19053,1296,A,04,exp190923,20000,3,exp190923_3_A04
A05,14681,1296,A,05,exp190923,20000,3,exp190923_3_A05
A06,19595,1296,A,06,exp190923,20000,3,exp190923_3_A06
A07,15602,1296,A,07,exp190923,20000,3,exp190923_3_A07
A08,17703,1296,A,08,exp190923,20000,3,exp190923_3_A08
A09,18240,1296,A,09,exp190923,20000,3,exp190923_3_A09
A10,17522,1296,A,10,exp190923,20000,3,exp190923_3_A10
A11,18347,1296,A,11,exp190923,20000,3,exp190923_3_A11
A12,15409,1296,A,12,exp190923,20000,3,exp190923_3_A12
B01,16927,1296,B,01,exp190923,20000,3,exp190923_3_B01
B02,17948,1296,B,02,exp190923,20000,3,exp190923_3_B02
B03,17473,1296,B,03,exp190923,20000,3,exp190923_3_B03
B04,21459,1296,B,04,exp190923,20000,3,exp190923_3_B04
B05,18191,1296,B,05,exp190923,20000,3,exp190923_3_B05
B06,16161,1296,B,06,exp190923,20000,3,exp190923_3_B06
B07,20545,1296,B,07,exp190923,20000,3,exp190923_3_B07
B08,16656,1296,B,08,exp190923,20000,3,exp190923_3_B08
B09,18585,1296,B,09,exp190923,20000,3,exp190923_3_B09
B10,16291,1296,B,10,exp190923,20000,3,exp190923_3_B10
B11,18678,1296,B,11,exp190923,20000,3,exp190923_3_B11
B12,19106,1296,B,12,exp190923,20000,3,exp190923_3_B12
C01,19532,1296,C,01,exp190923,20000,3,exp190923_3_C01
C02,17129,1296,C,02,exp190923,20000,3,exp190923_3_C02
C03,16728,1296,C,03,exp190923,20000,3,exp190923_3_C03
C04,18707,1296,C,04,exp190923,20000,3,exp190923_3_C04
C05,17574,1296,C,05,exp190923,20000,3,exp190923_3_C05
C06,16212,1296,C,06,exp190923,20000,3,exp190923_3_C06
C07,19791,1296,C,07,exp190923,20000,3,exp190923_3_C07
C08,17123,1296,C,08,exp190923,20000,3,exp190923_3_C08
C09,16994,1296,C,09,exp190923,20000,3,exp190923_3_C09
C10,18152,1296,C,10,exp190923,20000,3,exp190923_3_C10
C11,19473,1296,C,11,exp190923,20000,3,exp190923_3_C11
C12,18878,1296,C,12,exp190923,20000,3,exp190923_3_C12
D01,17576,1296,D,01,exp190923,20000,3,exp190923_3_D01
D02,17254,1296,D,02,exp190923,20000,3,exp190923_3_D02
D03,19548,1296,D,03,exp190923,20000,3,exp190923_3_D03
D04,16374,1296,D,04,exp190923,20000,3,exp190923_3_D04
D05,16795,1296,D,05,exp190923,20000,3,exp190923_3_D05
D06,16204,1296,D,06,exp190923,20000,3,exp190923_3_D06
D07,18559,1296,D,07,exp190923,20000,3,exp190923_3_D07
D08,18888,1296,D,08,exp190923,20000,3,exp190923_3_D08
D09,16459,1296,D,09,exp190923,20000,3,exp190923_3_D09
D10,15628,1296,D,10,exp190923,20000,3,exp190923_3_D10
D11,17256,1296,D,11,exp190923,20000,3,exp190923_3_D11
D12,16439,1296,D,12,exp190923,20000,3,exp190923_3_D12
E01,17695,1296,E,01,exp190923,20000,3,exp190923_3_E01
E02,16239,1296,E,02,exp190923,20000,3,exp190923_3_E02
E03,16014,1296,E,03,exp190923,20000,3,exp190923_3_E03
E04,15802,1296,E,04,exp190923,20000,3,exp190923_3_E04
E05,16042,1296,E,05,exp190923,20000,3,exp190923_3_E05
E06,16355,1296,E,06,exp190923,20000,3,exp190923_3_E06
E07,15305,1296,E,07,exp190923,20000,3,exp190923_3_E07
E08,16581,1296,E,08,exp190923,20000,3,exp190923_3_E08
E09,16936,1296,E,09,exp190923,20000,3,exp190923_3_E09
E10,20783,1296,E,10,exp190923,20000,3,exp190923_3_E10
E11,18252,1296,E,11,exp190923,20000,3,exp190923_3_E11
E12,16633,1296,E,12,exp190923,20000,3,exp190923_3_E12
F01,18520,1296,F,01,exp190923,20000,3,exp190923_3_F01
F02,16111,1296,F,02,exp190923,20000,3,exp190923_3_F02
F03,20716,1296,F,03,exp190923,20000,3,exp190923_3_F03
F04,20020,1296,F,04,exp190923,20000,3,exp190923_3_F04
F05,17035,1296,F,05,exp190923,20000,3,exp190923_3_F05
F06,17032,1296,F,06,exp190923,20000,3,exp190923_3_F06
F07,21169,1296,F,07,exp190923,20000,3,exp190923_3_F07
F08,16992,1296,F,08,exp190923,20000,3,exp190923_3_F08
F09,17205,1296,F,09,exp190923,20000,3,exp190923_3_F09
F10,17321,1296,F,10,exp190923,20000,3,exp190923_3_F10
F11,17734,1296,F,11,exp190923,20000,3,exp190923_3_F11
F12,16355,1296,F,12,exp190923,20000,3,exp190923_3_F12
G01,17978,1296,G,01,exp190923,20000,3,exp190923_3_G01
G02,18979,1296,G,02,exp190923,20000,3,exp190923_3_G02
G03,17354,1296,G,03,exp190923,20000,3,exp190923_3_G03
G04,17254,1296,G,04,exp190923,20000,3,exp190923_3_G04
G05,17328,1296,G,05,exp190923,20000,3,exp190923_3_G05
G06,20492,1296,G,06,exp190923,20000,3,exp190923_3_G06
G07,17616,1296,G,07,exp190923,20000,3,exp190923_3_G07
G08,17534,1296,G,08,exp190923,20000,3,exp190923_3_G08
G09,17419,1296,G,09,exp190923,20000,3,exp190923_3_G09
G10,18831,1296,G,10,exp190923,20000,3,exp190923_3_G10
G11,19514,1296,G,11,exp190923,20000,3,exp190923_3_G11
G12,17987,1296,G,12,exp190923,20000,3,exp190923_3_G12
H01,10638,1296,H,01,exp190923,20000,3,exp190923_3_H01
H02,17262,1296,H,02,exp190923,20000,3,exp190923_3_H02
H03,18467,1296,H,03,exp190923,20000,3,exp190923_3_H03
H04,19643,1296,H,04,exp190923,20000,3,exp190923_3_H04
H05,20328,1296,H,05,exp190923,20000,3,exp190923_3_H05
H06,19320,1296,H,06,exp190923,20000,3,exp190923_3_H06
H07,21523,1296,H,07,exp190923,20000,3,exp190923_3_H07
H08,16255,1296,H,08,exp190923,20000,3,exp190923_3_H08
H09,18869,1296,H,09,exp190923,20000,3,exp190923_3_H09
H10,15034,1296,H,10,exp190923,20000,3,exp190923_3_H10
H11,15015,1296,H,11,exp190923,20000,3,exp190923_3_H11
H12,20258,1296,H,12,exp190923,20000,3,exp190923_3_H12
A01,15857,1302,A,01,exp190923,20000,3,exp190923_3_A01
A02,16438,1302,A,02,exp190923,20000,3,exp190923_3_A02
A03,19460,1302,A,03,exp190923,20000,3,exp190923_3_A03
A04,18618,1302,A,04,exp190923,20000,3,exp190923_3_A04
A05,14249,1302,A,05,exp190923,20000,3,exp190923_3_A05
A06,19290,1302,A,06,exp190923,20000,3,exp190923_3_A06
A07,15756,1302,A,07,exp190923,20000,3,exp190923_3_A07
A08,17603,1302,A,08,exp190923,20000,3,exp190923_3_A08
A09,18320,1302,A,09,exp190923,20000,3,exp190923_3_A09
A10,17534,1302,A,10,exp190923,20000,3,exp190923_3_A10
A11,17825,1302,A,11,exp190923,20000,3,exp190923_3_A11
A12,15452,1302,A,12,exp190923,20000,3,exp190923_3_A12
B01,16952,1302,B,01,exp190923,20000,3,exp190923_3_B01
B02,18185,1302,B,02,exp190923,20000,3,exp190923_3_B02
B03,17392,1302,B,03,exp190923,20000,3,exp190923_3_B03
B04,21124,1302,B,04,exp190923,20000,3,exp190923_3_B04
B05,18212,1302,B,05,exp190923,20000,3,exp190923_3_B05
B06,15970,1302,B,06,exp190923,20000,3,exp190923_3_B06
B07,20444,1302,B,07,exp190923,20000,3,exp190923_3_B07
B08,17195,1302,B,08,exp190923,20000,3,exp190923_3_B08
B09,18654,1302,B,09,exp190923,20000,3,exp190923_3_B09
B10,16325,1302,B,10,exp190923,20000,3,exp190923_3_B10
B11,18785,1302,B,11,exp190923,20000,3,exp190923_3_B11
B12,19416,1302,B,12,exp190923,20000,3,exp190923_3_B12
C01,19615,1302,C,01,exp190923,20000,3,exp190923_3_C01
C02,17286,1302,C,02,exp190923,20000,3,exp190923_3_C02
C03,16655,1302,C,03,exp190923,20000,3,exp190923_3_C03
C04,18914,1302,C,04,exp190923,20000,3,exp190923_3_C04
C05,17772,1302,C,05,exp190923,20000,3,exp190923_3_C05
C06,16465,1302,C,06,exp190923,20000,3,exp190923_3_C06
C07,19781,1302,C,07,exp190923,20000,3,exp190923_3_C07
C08,16864,1302,C,08,exp190923,20000,3,exp190923_3_C08
C09,17254,1302,C,09,exp190923,20000,3,exp190923_3_C09
C10,17812,1302,C,10,exp190923,20000,3,exp190923_3_C10
C11,19464,1302,C,11,exp190923,20000,3,exp190923_3_C11
C12,18463,1302,C,12,exp190923,20000,3,exp190923_3_C12
D01,17293,1302,D,01,exp190923,20000,3,exp190923_3_D01
D02,17017,1302,D,02,exp190923,20000,3,exp190923_3_D02
D03,19426,1302,D,03,exp190923,20000,3,exp190923_3_D03
D04,15958,1302,D,04,exp190923,20000,3,exp190923_3_D04
D05,16719,1302,D,05,exp190923,20000,3,exp190923_3_D05
D06,16004,1302,D,06,exp190923,20000,3,exp190923_3_D06
D07,18998,1302,D,07,exp190923,20000,3,exp190923_3_D07
D08,19108,1302,D,08,exp190923,20000,3,exp190923_3_D08
D09,16967,1302,D,09,exp190923,20000,3,exp190923_3_D09
D10,15522,1302,D,10,exp190923,20000,3,exp190923_3_D10
D11,16932,1302,D,11,exp190923,20000,3,exp190923_3_D11
D12,16240,1302,D,12,exp190923,20000,3,exp190923_3_D12
E01,17703,1302,E,01,exp190923,20000,3,exp190923_3_E01
E02,16245,1302,E,02,exp190923,20000,3,exp190923_3_E02
E03,15834,1302,E,03,exp190923,20000,3,exp190923_3_E03
E04,15704,1302,E,04,exp190923,20000,3,exp190923_3_E04
E05,15992,1302,E,05,exp190923,20000,3,exp190923_3_E05
E06,16571,1302,E,06,exp190923,20000,3,exp190923_3_E06
E07,15120,1302,E,07,exp190923,20000,3,exp190923_3_E07
E08,16772,1302,E,08,exp190923,20000,3,exp190923_3_E08
E09,16570,1302,E,09,exp190923,20000,3,exp190923_3_E09
E10,20539,1302,E,10,exp190923,20000,3,exp190923_3_E10
E11,18189,1302,E,11,exp190923,20000,3,exp190923_3_E11
E12,16358,1302,E,12,exp190923,20000,3,exp190923_3_E12
F01,18246,1302,F,01,exp190923,20000,3,exp190923_3_F01
F02,16292,1302,F,02,exp190923,20000,3,exp190923_3_F02
F03,20430,1302,F,03,exp190923,20000,3,exp190923_3_F03
F04,20048,1302,F,04,exp190923,20000,3,exp190923_3_F04
F05,17228,1302,F,05,exp190923,20000,3,exp190923_3_F05
F06,17068,1302,F,06,exp190923,20000,3,exp190923_3_F06
F07,20943,1302,F,07,exp190923,20000,3,exp190923_3_F07
F08,17356,1302,F,08,exp190923,20000,3,exp190923_3_F08
F09,17105,1302,F,09,exp190923,20000,3,exp190923_3_F09
F10,17535,1302,F,10,exp190923,20000,3,exp190923_3_F10
F11,17863,1302,F,11,exp190923,20000,3,exp190923_3_F11
F12,16527,1302,F,12,exp190923,20000,3,exp190923_3_F12
G01,18089,1302,G,01,exp190923,20000,3,exp190923_3_G01
G02,19186,1302,G,02,exp190923,20000,3,exp190923_3_G02
G03,17368,1302,G,03,exp190923,20000,3,exp190923_3_G03
G04,17206,1302,G,04,exp190923,20000,3,exp190923_3_G04
G05,16940,1302,G,05,exp190923,20000,3,exp190923_3_G05
G06,20408,1302,G,06,exp190923,20000,3,exp190923_3_G06
G07,17852,1302,G,07,exp190923,20000,3,exp190923_3_G07
G08,17171,1302,G,08,exp190923,20000,3,exp190923_3_G08
G09,17206,1302,G,09,exp190923,20000,3,exp190923_3_G09
G10,18842,1302,G,10,exp190923,20000,3,exp190923_3_G10
G11,19425,1302,G,11,exp190923,20000,3,exp190923_3_G11
G12,18290,1302,G,12,exp190923,20000,3,exp190923_3_G12
H01,11044,1302,H,01,exp190923,20000,3,exp190923_3_H01
H02,17388,1302,H,02,exp190923,20000,3,exp190923_3_H02
H03,18414,1302,H,03,exp190923,20000,3,exp190923_3_H03
H04,18976,1302,H,04,exp190923,20000,3,exp190923_3_H04
H05,20032,1302,H,05,exp190923,20000,3,exp190923_3_H05
H06,19412,1302,H,06,exp190923,20000,3,exp190923_3_H06
H07,21858,1302,H,07,exp190923,20000,3,exp190923_3_H07
H08,16381,1302,H,08,exp190923,20000,3,exp190923_3_H08
H09,18924,1302,H,09,exp190923,20000,3,exp190923_3_H09
H10,14961,1302,H,10,exp190923,20000,3,exp190923_3_H10
H11,14717,1302,H,11,exp190923,20000,3,exp190923_3_H11
H12,20314,1302,H,12,exp190923,20000,3,exp190923_3_H12
A01,16137,1308,A,01,exp190923,20000,3,exp190923_3_A01
A02,16319,1308,A,02,exp190923,20000,3,exp190923_3_A02
A03,19468,1308,A,03,exp190923,20000,3,exp190923_3_A03
A04,19052,1308,A,04,exp190923,20000,3,exp190923_3_A04
A05,14277,1308,A,05,exp190923,20000,3,exp190923_3_A05
A06,19225,1308,A,06,exp190923,20000,3,exp190923_3_A06
A07,15708,1308,A,07,exp190923,20000,3,exp190923_3_A07
A08,17405,1308,A,08,exp190923,20000,3,exp190923_3_A08
A09,17967,1308,A,09,exp190923,20000,3,exp190923_3_A09
A10,17586,1308,A,10,exp190923,20000,3,exp190923_3_A10
A11,17987,1308,A,11,exp190923,20000,3,exp190923_3_A11
A12,15505,1308,A,12,exp190923,20000,3,exp190923_3_A12
B01,16845,1308,B,01,exp190923,20000,3,exp190923_3_B01
B02,17972,1308,B,02,exp190923,20000,3,exp190923_3_B02
B03,17083,1308,B,03,exp190923,20000,3,exp190923_3_B03
B04,21003,1308,B,04,exp190923,20000,3,exp190923_3_B04
B05,18015,1308,B,05,exp190923,20000,3,exp190923_3_B05
B06,15987,1308,B,06,exp190923,20000,3,exp190923_3_B06
B07,20475,1308,B,07,exp190923,20000,3,exp190923_3_B07
B08,16697,1308,B,08,exp190923,20000,3,exp190923_3_B08
B09,18464,1308,B,09,exp190923,20000,3,exp190923_3_B09
B10,16374,1308,B,10,exp190923,20000,3,exp190923_3_B10
B11,18587,1308,B,11,exp190923,20000,3,exp190923_3_B11
B12,18962,1308,B,12,exp190923,20000,3,exp190923_3_B12
C01,19724,1308,C,01,exp190923,20000,3,exp190923_3_C01
C02,17033,1308,C,02,exp190923,20000,3,exp190923_3_C02
C03,16563,1308,C,03,exp190923,20000,3,exp190923_3_C03
C04,19150,1308,C,04,exp190923,20000,3,exp190923_3_C04
C05,17524,1308,C,05,exp190923,20000,3,exp190923_3_C05
C06,16565,1308,C,06,exp190923,20000,3,exp190923_3_C06
C07,19453,1308,C,07,exp190923,20000,3,exp190923_3_C07
C08,17138,1308,C,08,exp190923,20000,3,exp190923_3_C08
C09,17014,1308,C,09,exp190923,20000,3,exp190923_3_C09
C10,17743,1308,C,10,exp190923,20000,3,exp190923_3_C10
C11,19448,1308,C,11,exp190923,20000,3,exp190923_3_C11
C12,18770,1308,C,12,exp190923,20000,3,exp190923_3_C12
D01,17249,1308,D,01,exp190923,20000,3,exp190923_3_D01
D02,16689,1308,D,02,exp190923,20000,3,exp190923_3_D02
D03,19643,1308,D,03,exp190923,20000,3,exp190923_3_D03
D04,16046,1308,D,04,exp190923,20000,3,exp190923_3_D04
D05,16694,1308,D,05,exp190923,20000,3,exp190923_3_D05
D06,15814,1308,D,06,exp190923,20000,3,exp190923_3_D06
D07,18960,1308,D,07,exp190923,20000,3,exp190923_3_D07
D08,18684,1308,D,08,exp190923,20000,3,exp190923_3_D08
D09,16877,1308,D,09,exp190923,20000,3,exp190923_3_D09
D10,15363,1308,D,10,exp190923,20000,3,exp190923_3_D10
D11,17127,1308,D,11,exp190923,20000,3,exp190923_3_D11
D12,16482,1308,D,12,exp190923,20000,3,exp190923_3_D12
E01,17504,1308,E,01,exp190923,20000,3,exp190923_3_E01
E02,16441,1308,E,02,exp190923,20000,3,exp190923_3_E02
E03,16045,1308,E,03,exp190923,20000,3,exp190923_3_E03
E04,16119,1308,E,04,exp190923,20000,3,exp190923_3_E04
E05,15929,1308,E,05,exp190923,20000,3,exp190923_3_E05
E06,16686,1308,E,06,exp190923,20000,3,exp190923_3_E06
E07,15305,1308,E,07,exp190923,20000,3,exp190923_3_E07
E08,16404,1308,E,08,exp190923,20000,3,exp190923_3_E08
E09,17151,1308,E,09,exp190923,20000,3,exp190923_3_E09
E10,20861,1308,E,10,exp190923,20000,3,exp190923_3_E10
E11,18021,1308,E,11,exp190923,20000,3,exp190923_3_E11
E12,16494,1308,E,12,exp190923,20000,3,exp190923_3_E12
F01,18316,1308,F,01,exp190923,20000,3,exp190923_3_F01
F02,16699,1308,F,02,exp190923,20000,3,exp190923_3_F02
F03,20701,1308,F,03,exp190923,20000,3,exp190923_3_F03
F04,20061,1308,F,04,exp190923,20000,3,exp190923_3_F04
F05,16988,1308,F,05,exp190923,20000,3,exp190923_3_F05
F06,17399,1308,F,06,exp190923,20000,3,exp190923_3_F06
F07,20850,1308,F,07,exp190923,20000,3,exp190923_3_F07
F08,17528,1308,F,08,exp190923,20000,3,exp190923_3_F08
F09,17458,1308,F,09,exp190923,20000,3,exp190923_3_F09
F10,17672,1308,F,10,exp190923,20000,3,exp190923_3_F10
F11,17810,1308,F,11,exp190923,20000,3,exp190923_3_F11
F12,16165,1308,F,12,exp190923,20000,3,exp190923_3_F12
G01,18151,1308,G,01,exp190923,20000,3,exp190923_3_G01
G02,19169,1308,G,02,exp190923,20000,3,exp190923_3_G02
G03,17243,1308,G,03,exp190923,20000,3,exp190923_3_G03
G04,17411,1308,G,04,exp190923,20000,3,exp190923_3_G04
G05,17065,1308,G,05,exp190923,20000,3,exp190923_3_G05
G06,20636,1308,G,06,exp190923,20000,3,exp190923_3_G06
G07,17386,1308,G,07,exp190923,20000,3,exp190923_3_G07
G08,17636,1308,G,08,exp190923,20000,3,exp190923_3_G08
G09,17094,1308,G,09,exp190923,20000,3,exp190923_3_G09
G10,18462,1308,G,10,exp190923,20000,3,exp190923_3_G10
G11,19371,1308,G,11,exp190923,20000,3,exp190923_3_G11
G12,17876,1308,G,12,exp190923,20000,3,exp190923_3_G12
H01,10927,1308,H,01,exp190923,20000,3,exp190923_3_H01
H02,17498,1308,H,02,exp190923,20000,3,exp190923_3_H02
H03,18495,1308,H,03,exp190923,20000,3,exp190923_3_H03
H04,19222,1308,H,04,exp190923,20000,3,exp190923_3_H04
H05,20297,1308,H,05,exp190923,20000,3,exp190923_3_H05
H06,19274,1308,H,06,exp190923,20000,3,exp190923_3_H06
H07,21674,1308,H,07,exp190923,20000,3,exp190923_3_H07
H08,16495,1308,H,08,exp190923,20000,3,exp190923_3_H08
H09,18891,1308,H,09,exp190923,20000,3,exp190923_3_H09
H10,15029,1308,H,10,exp190923,20000,3,exp190923_3_H10
H11,14977,1308,H,11,exp190923,20000,3,exp190923_3_H11
H12,20641,1308,H,12,exp190923,20000,3,exp190923_3_H12
A01,16018,1314,A,01,exp190923,20000,3,exp190923_3_A01
A02,16292,1314,A,02,exp190923,20000,3,exp190923_3_A02
A03,19401,1314,A,03,exp190923,20000,3,exp190923_3_A03
A04,18477,1314,A,04,exp190923,20000,3,exp190923_3_A04
A05,14344,1314,A,05,exp190923,20000,3,exp190923_3_A05
A06,19485,1314,A,06,exp190923,20000,3,exp190923_3_A06
A07,15859,1314,A,07,exp190923,20000,3,exp190923_3_A07
A08,17551,1314,A,08,exp190923,20000,3,exp190923_3_A08
A09,18350,1314,A,09,exp190923,20000,3,exp190923_3_A09
A10,17510,1314,A,10,exp190923,20000,3,exp190923_3_A10
A11,18207,1314,A,11,exp190923,20000,3,exp190923_3_A11
A12,15564,1314,A,12,exp190923,20000,3,exp190923_3_A12
B01,16860,1314,B,01,exp190923,20000,3,exp190923_3_B01
B02,18069,1314,B,02,exp190923,20000,3,exp190923_3_B02
B03,17684,1314,B,03,exp190923,20000,3,exp190923_3_B03
B04,20908,1314,B,04,exp190923,20000,3,exp190923_3_B04
B05,18118,1314,B,05,exp190923,20000,3,exp190923_3_B05
B06,15740,1314,B,06,exp190923,20000,3,exp190923_3_B06
B07,20160,1314,B,07,exp190923,20000,3,exp190923_3_B07
B08,16681,1314,B,08,exp190923,20000,3,exp190923_3_B08
B09,18584,1314,B,09,exp190923,20000,3,exp190923_3_B09
B10,16456,1314,B,10,exp190923,20000,3,exp190923_3_B10
B11,18413,1314,B,11,exp190923,20000,3,exp190923_3_B11
B12,19327,1314,B,12,exp190923,20000,3,exp190923_3_B12
